pc,delta_in,delta_out
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-11305100548
94429831868566,-11305100548,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921570,11305100549,-11305100279
140269102921580,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-11305100548
94429831868566,-11305100548,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921570,11305100549,-11305100279
140269102921580,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-11305100548
94429831868566,-11305100548,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921479,11305100549,-11305100279
140269102921489,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-2
94429831868552,-2,-11305100546
94429831892951,-11305100546,11305100546
94429831892958,11305100546,-11305100546
94429831892994,-11305100546,11305100546
94429831893029,11305100546,-11305100546
94429831892450,-11305100546,11305100546
94429831892498,11305100546,-11305100547
94429831854340,-11305100547,11191228358
140269101932772,11191228358,113872189
140269101932779,113872189,-113872188
140269101932786,-113872188,-1
140269101932819,-1,221
140269101932826,221,-220
140269101932840,-220,-11191228090
140269101933028,-11191228090,11191228310
140269101932853,11191228310,113871968
140269101932879,113871968,-113872186
140269101923255,-113872186,-2
140269101923017,-2,113872188
140269101923918,113872188,-113872189
140269101924001,-113872189,113872189
140269101924017,113872189,-113871968
140269101924022,-113871968,-220
140269101924030,-220,113872188
140269101924041,113872188,-113872188
140269101924071,-113872188,1
140269101924985,1,-1
140269101925509,-1,-11191228089
140269101925513,-11191228089,11191228090
140269101925521,11191228090,-1
140269101926171,-1,-11191228089
140269101926200,-11191228089,11191228091
140269101926208,11191228091,-11191228091
140269101932896,-11191228091,-269
94429831892508,-269,269
94429831892529,269,-269
94429831892539,-269,11305100546
94429831893043,11305100546,-11305100547
94429831854244,-11305100547,270
140269102921763,270,-269
94429831893048,-269,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921763,11305100549,-11305100279
140269102921784,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-11305100548
94429831868566,-11305100548,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921591,11305100549,-11305100279
140269102921599,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-11305100548
94429831868566,-11305100548,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921591,11305100549,-11305100279
140269102921599,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-11305100548
94429831868566,-11305100548,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921591,11305100549,-11305100279
140269102921599,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869016,11305100546,-11305100546
94429831892660,-11305100546,11305100546
94429831869028,11305100546,2
94429831868462,2,-2
94429831868672,-2,-11305100547
94429831853828,-11305100547,3
140269102909223,3,-2
94429831868677,-2,11305100548
94429831868512,11305100548,-11305100548
94429831868566,-11305100548,11305100546
94429831868584,11305100546,-11305100547
94429831854244,-11305100547,11305100549
140269102921591,11305100549,-11305100279
140269102921599,-11305100279,11305100277
94429831868603,11305100277,-11305100547
94429831853588,-11305100547,3
140269102915099,3,267
140269102915394,267,-267
140269102915396,-267,267
140269102915400,267,-269
94429831868608,-269,11305100548
94429831868619,11305100548,-2
94429831868644,-2,-11305100546
94429831892450,-11305100546,11305100546
94429831869062,11305100546,-113871968
140269102407620,-113871968,-11191228578
94429831912576,-11191228578,2
94429831912584,2,11305100545
94429831879947,11305100545,-11305100547
94429831872531,-11305100547,11305100547
94429831872538,11305100547,-11305100547
94429831893229,-11305100547,11305100547
94429831872620,11305100547,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,11305100545
94429831872620,11305100545,-11305100545
94429831872608,-11305100545,-2
94429831872641,-2,11305100547
94429831879681,11305100547,-11305100548
94429831854084,-11305100548,11191228579
140269102407620,11191228579,113871969
94429831880042,113871969,-11305100548
94429831854004,-11305100548,11191228579
140269102409732,11191228579,113871969
94429831880057,113871969,-11305100279
94429831890116,-11305100279,11305100279
94429831890136,11305100279,-1
94429831883892,-1,-113871968
94429831883897,-113871968,113871969
94429831883906,113871969,-11305100547
94429831883916,-11305100547,2
94429831883923,2,11305100544
94429831883978,11305100544,-11305100547
94429831853780,-11305100547,11191228579
140269102230567,11191228579,-11191228578
94429831884201,-11191228578,268
94429831884232,268,-268
94429831884110,-268,11305100546
94429831884516,11305100546,-113871968
94429831884149,-113871968,-11191228310
94429831890159,-11191228310,11305100279
94429831890339,11305100279,-11305100547
94429831885293,-11305100547,268
94429831885300,268,-268
94429831885388,-268,268
94429831885424,268,-268
94429831885428,-268,2
94429831880129,2,-2
94429831880140,-2,11305100547
94429831880210,11305100547,-11305100547
94429831874957,-11305100547,2
94429831880161,2,-2
94429831880164,-2,11305100547
94429831878885,11305100547,-11305100548
94429831854068,-11305100548,-7
140269102888996,-7,11191228305
140269102889185,11191228305,-11191228305
140269102889195,-11191228305,11191228305
140269102889059,11191228305,-11191228295
140269102889064,-11191228295,11191228576
94429831879003,11191228576,-11191228578
94429831880347,-11191228578,2
94429831880367,2,-2
94429831880370,-2,11305100547
94429831880404,11305100547,-11305100547
94429831892450,-11305100547,11305100547
94429831880789,11305100547,-11305100547
94429831892450,-11305100547,2
94429831880797,2,-2
94429831880801,-2,2
94429831880818,2,-2
94429831880825,-2,11305100547
94429831880837,11305100547,-11305100547
94429831875781,-11305100547,11305100547
94429831865797,11305100547,-11305100545
94429831865800,-11305100545,11305100545
94429831865804,11305100545,-11305100547
94429831924662,-11305100547,11305100547
94429831924669,11305100547,-11305100548
94429831854340,-11305100548,11191228358
140269101932772,11191228358,113872190
140269101932779,113872190,-113872189
140269101932786,-113872189,-1
140269101932819,-1,221
140269101932826,221,-220
140269101932840,-220,-11191228090
140269101933028,-11191228090,-266
94429831924739,-266,11305100545
94429831924805,11305100545,-11305100547
94429831922272,-11305100547,11305100547
94429831924821,11305100547,-11305100548
94429831853908,-11305100548,3
140269102907719,3,11305100545
94429831925005,11305100545,-11305100545
94429831922661,-11305100545,11305100545
94429831922772,11305100545,-11305100547
94429831922272,-11305100547,11305100547
94429831922932,11305100547,-11305100548
94429831854340,-11305100548,11191228358
140269101932772,11191228358,113872190
140269101932779,113872190,-113872189
140269101932786,-113872189,-1
140269101932819,-1,221
140269101932826,221,-220
140269101932840,-220,-11191228090
140269101933028,-11191228090,11191228310
140269101932853,11191228310,113871969
140269101932879,113871969,-113872187
140269101923255,-113872187,-2
140269101923495,-2,113872189
140269101923918,113872189,-113872190
140269101924001,-113872190,113872190
140269101924017,113872190,-113871969
140269101924022,-113871969,-220
140269101924030,-220,113872189
140269101924041,113872189,-113872189
140269101924071,-113872189,1
140269101924985,1,-1
140269101925509,-1,-11191228090
140269101925513,-11191228090,11191228091
140269101925521,11191228091,-1
140269101926171,-1,-11191228090
140269101926200,-11191228090,11191228092
140269101926208,11191228092,-11191228092
140269101932896,-11191228092,-268
94429831922940,-268,268
94429831922943,268,-268
94429831922955,-268,11305100547
94429831922970,11305100547,-11305100548
94429831854772,-11305100548,11305100548
140269101953908,11305100548,-113872189
140269101442148,-113872189,11305100545
140269101953930,11305100545,-113872190
140269101441812,-113872190,113872190
140269101932779,113872190,-113872189
140269101932786,-113872189,-1
140269101932819,-1,221
140269101932826,221,-220
140269101932840,-220,-11191228090
140269101933028,-11191228090,11191228310
140269101932853,11191228310,113871969
140269101932879,113871969,-113872187
140269101923255,-113872187,-2
140269101923495,-2,113872189
140269101923918,113872189,-113872190
140269101924001,-113872190,113872190
140269101924017,113872190,-113871969
140269101924022,-113871969,-220
140269101924030,-220,113872189
140269101924041,113872189,-113872189
140269101924071,-113872189,1
140269101924985,1,-1
140269101925509,-1,-11191228090
140269101925513,-11191228090,11191228091
140269101925521,11191228091,-1
140269101926171,-1,-11191228090
140269101926200,-11191228090,11191228092
140269101926208,11191228092,-11191228092
140269101932896,-11191228092,11191228090
140269101442260,11191228090,266
140269102921489,266,-266
94429831924875,-266,266
94429831924882,266,-268
94429831924897,-268,11305100547
94429831865809,11305100547,-11305100545
94429831865815,-11305100545,11305100545
94429831865822,11305100545,-11305100545
94429831925876,-11305100545,11305100546
94429831925879,11305100546,-11305100546
94429831865827,-11305100546,11305100545
94429831866865,11305100545,-11305100547
94429831925158,-11305100547,11305100547
94429831925165,11305100547,-11305100545
94429831925173,-11305100545,266
94429831925180,266,-266
94429831925187,-266,11305100545
94429831925194,11305100545,-11305100548
94429831853508,-11305100548,11191228358
140269101934296,11191228358,3
140269101934303,3,-11191228092
140269101934320,-11191228092,11191228089
140269101934332,11191228089,221
140269101934339,221,113871969
140269101918272,113871969,-113871969
140269101918289,-113871969,113871969
140269101918298,113871969,-11305100279
140269101918305,-11305100279,11191228089
140269101918362,11191228089,221
140269101918372,221,-220
140269101918389,-220,-11191228090
140269101918402,-11191228090,11191228090
140269101918421,11191228090,-11191228090
140269101918972,-11191228090,11191228310
140269101918586,11191228310,-11191228310
94429831925306,-11191228310,11305100279
94429831925293,11305100279,-11305100548
94429831853508,-11305100548,11191228358
140269101934296,11191228358,3
140269101934303,3,-11191228092
140269101934320,-11191228092,11191228089
140269101934332,11191228089,221
140269101934339,221,113871969
140269101918272,113871969,-113871969
140269101918289,-113871969,113871969
140269101918298,113871969,-11305100279
140269101918305,-11305100279,11191228089
140269101918362,11191228089,221
140269101918372,221,-220
140269101918389,-220,-11191228090
140269101918402,-11191228090,11191228090
140269101918421,11191228090,-11191228090
140269101918972,-11191228090,11191228310
140269101918586,11191228310,-11191228578
94429831925402,-11191228578,11305100547
94429831866364,11305100547,-113871969
94429831864832,-113871969,113871969
94429831864841,113871969,-11305100547
94429831864851,-11305100547,11305100547
94429831864858,11305100547,-11305100547
94429831864863,-11305100547,11305100547
94429831864870,11305100547,-11305100548
94429831854100,-11305100548,11305100548
140269101575092,11305100548,-113871969
140269101575098,-113871969,113871969
140269101575111,113871969,-113871969
140269101575136,-113871969,113871969
140269101575149,113871969,-113871969
140269101575158,-113871969,113871969
140269101575171,113871969,-113871969
140269101575175,-113871969,113871969
140269101575220,113871969,-11305100547
94429831864900,-11305100547,2
94429831864907,2,-2
94429831864921,-2,2
94429831864932,2,-3
94429831864970,-3,11305100548
94429831864970,11305100548,-11305100547
94429831861620,-11305100547,11305100547
94429831864975,11305100547,-11305100547
94429831915188,-11305100547,11191228578
94429831865058,11191228578,113871969
94429831866695,113871969,-11305100545
94429831890288,-11305100545,-2
94429831890317,-2,11305100547
94429831866700,11305100547,-11305100547
94429831866704,-11305100547,2
94429831866134,2,11305100545
94429831866153,11305100545,-11305100545
94429831912292,-11305100545,11305100545
94429831866163,11305100545,-11305100547
94429831882868,-11305100547,11305100547
94429831866173,11305100547,-11305100545
94429831925668,-11305100545,11305100545
94429831866210,11305100545,-11305100547
94429831892824,-11305100547,11305100547
94429831892838,11305100547,-11305100547
94429831892883,-11305100547,11191228578
94429831866223,11191228578,-11191228578
94429831862039,-11191228578,11305100547
94429831861944,11305100547,-11305100545
94429831913348,-11305100545,-2
94429831861955,-2,11305100547
94429831891523,11305100547,-11305100547
94429831892824,-11305100547,11305100547
94429831892838,11305100547,-11305100547
94429831892883,-11305100547,11305100547
94429831891459,11305100547,-11305100547
94429831892740,-11305100547,11305100547
94429831892761,11305100547,-11305100547
94429831892450,-11305100547,2
94429831891464,2,11305100545
94429831891494,11305100545,-11305100545
94429831910200,-11305100545,11305100545
94429831902272,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901698,11305100545,-11305100545
94429831901216,-11305100545,11305100545
94429831901222,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831881728,11305100547,-11305100547
94429831881732,-11305100547,11305100547
94429831881765,11305100547,-11305100547
94429831915188,-11305100547,2
94429831881887,2,-2
94429831881900,-2,11305100547
94429831902784,11305100547,-113871969
94429831902824,-113871969,113871969
94429831902833,113871969,-11305100547
94429831902875,-11305100547,11305100547
94429831902894,11305100547,-11305100547
94429831902928,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,9
94429831903330,9,11305100545
94429831903333,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,9
94429831903330,9,11305100545
94429831903333,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831903312,11305100554,-11305100545
94429831905317,-11305100545,-2
94429831905321,-2,11305100547
94429831905404,11305100547,-11305100547
94429831881204,-11305100547,2
94429831903455,2,11305100545
94429831903472,11305100545,-11305100547
94429831892450,-11305100547,2
94429831903477,2,11191228576
94429831903503,11191228576,-11191228576
94429831901724,-11191228576,11305100545
94429831902352,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901939,11305100545,-11305100548
94429831897028,-11305100548,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102889966,3,-10
140269102889970,-10,10
140269102889994,10,-10
140269102889998,-10,7
94429831897028,7,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102889966,3,-10
140269102889970,-10,10
140269102889994,10,-10
140269102889998,-10,7
94429831897028,7,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102890869,3,-10
140269102890874,-10,10
140269102890794,10,-10
140269102890798,-10,7
94429831897028,7,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102889966,3,-10
140269102889970,-10,10
140269102889994,10,-10
140269102889998,-10,10
94429831901974,10,11305100545
94429831909933,11305100545,-113871969
94429831908046,-113871969,113871969
94429831908055,113871969,-11305100547
94429831908062,-11305100547,11305100547
94429831908069,11305100547,-11305100547
94429831908078,-11305100547,11305100547
94429831908082,11305100547,-11305100545
94429831901668,-11305100545,-9
94429831908106,-9,11305100554
94429831909211,11305100554,-11305100547
94429831892450,-11305100547,2
94429831909218,2,11305100545
94429831909227,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901698,11305100545,-11305100545
94429831901216,-11305100545,11305100545
94429831901222,11305100545,-11305100547
94429831881652,-11305100547,-8
94429831901267,-8,11305100555
94429831901238,11305100555,-11305100547
94429831881652,-11305100547,11305100547
94429831902784,11305100547,-113871969
94429831902824,-113871969,113871969
94429831902833,113871969,-11305100547
94429831902875,-11305100547,11305100547
94429831902894,11305100547,-11305100547
94429831902928,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,9
94429831903330,9,11305100545
94429831903333,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831903312,11305100554,-11305100545
94429831905317,-11305100545,-2
94429831905321,-2,11305100547
94429831905404,11305100547,-11305100547
94429831881204,-11305100547,2
94429831903455,2,11305100545
94429831903472,11305100545,-11305100547
94429831892450,-11305100547,2
94429831903477,2,11191228576
94429831903503,11191228576,-11191228576
94429831901724,-11191228576,11305100545
94429831902352,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901939,11305100545,-11305100548
94429831897028,-11305100548,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102889966,3,-10
140269102889970,-10,10
140269102889994,10,-10
140269102889998,-10,7
94429831897028,7,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102889966,3,-10
140269102889970,-10,10
140269102889994,10,-10
140269102889998,-10,7
94429831897028,7,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102889966,3,-10
140269102889970,-10,10
140269102889994,10,-10
140269102889998,-10,7
94429831897028,7,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102889966,3,-10
140269102889970,-10,10
140269102889994,10,-10
140269102889998,-10,7
94429831897028,7,11305100548
94429831897031,11305100548,-11305100548
94429831854148,-11305100548,3
140269102890908,3,-10
140269102890913,-10,10
140269102890794,10,-10
140269102890798,-10,10
94429831901746,10,11305100545
94429831901771,11305100545,-11305100545
94429831855559,-11305100545,-2
94429831855639,-2,2
94429831901981,2,11305100545
94429831909933,11305100545,-113871969
94429831908046,-113871969,113871969
94429831908055,113871969,-11305100547
94429831908062,-11305100547,11305100547
94429831908069,11305100547,-11305100547
94429831908078,-11305100547,11305100547
94429831908082,11305100547,-11305100545
94429831901668,-11305100545,-9
94429831908106,-9,7
94429831908116,7,2
94429831908123,2,11305100545
94429831908153,11305100545,-11305100547
94429831908171,-11305100547,11305100547
94429831908175,11305100547,-11305100545
94429831908184,-11305100545,11305100545
94429831908190,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901771,11305100545,-11305100545
94429831855559,-11305100545,-2
94429831855639,-2,2
94429831901981,2,11305100545
94429831909645,11305100545,-11305100547
94429831892450,-11305100547,2
94429831909650,2,11305100545
94429831909747,11305100545,-11305100545
94429831900814,-11305100545,11305100545
94429831900824,11305100545,-11305100548
94429831854820,-11305100548,11191228358
140269101515940,11191228358,221
140269101515947,221,-300
94429831900842,-300,113872269
94429831909689,113872269,-11305100545
94429831908184,-11305100545,11305100545
94429831908190,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901698,11305100545,-11305100545
94429831901216,-11305100545,11305100545
94429831901222,11305100545,-11305100547
94429831881652,-11305100547,-8
94429831901267,-8,11305100555
94429831901238,11305100555,-11305100547
94429831881652,-11305100547,-8
94429831901267,-8,11305100555
94429831902784,11305100555,-113871969
94429831902824,-113871969,113871969
94429831902833,113871969,-11305100547
94429831902875,-11305100547,11305100547
94429831902894,11305100547,-11305100547
94429831902928,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831904023,11305100554,-11305100545
94429831903992,-11305100545,11305100545
94429831904000,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,9
94429831903330,9,11305100545
94429831903333,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831903728,11305100554,-11305100547
94429831881652,-11305100547,2
94429831903735,2,11305100545
94429831906010,11305100545,-11305100548
94429831854820,-11305100548,11191228358
140269101515940,11191228358,221
140269101515947,221,113871969
94429831906031,113871969,-11305100545
94429831906041,-11305100545,11305100545
94429831906045,11305100545,-11305100547
94429831906056,-11305100547,11305100547
94429831906062,11305100547,-11305100547
94429831906323,-11305100547,2
94429831906288,2,11305100545
94429831906295,11305100545,-11305100547
94429831881652,-11305100547,11191228578
94429831906308,11191228578,-300
94429831906314,-300,-11191228278
94429831906323,-11191228278,2
94429831906288,2,11305100545
94429831906295,11305100545,-11305100547
94429831881652,-11305100547,11191228578
94429831906308,11191228578,-300
94429831906314,-300,-11191228278
94429831906323,-11191228278,2
94429831906288,2,11305100545
94429831906295,11305100545,-11305100547
94429831881652,-11305100547,11191228578
94429831906308,11191228578,-300
94429831906314,-300,-11191228278
94429831906323,-11191228278,2
94429831906288,2,11305100545
94429831906295,11305100545,-11305100547
94429831881652,-11305100547,11191228578
94429831906308,11191228578,-300
94429831906314,-300,113872269
94429831906513,113872269,-11305100547
94429831881204,-11305100547,11305100547
94429831903074,11305100547,-11305100545
94429831906566,-11305100545,-2
94429831903198,-2,2
94429831903211,2,11305100545
94429831903216,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831903941,11305100554,-11305100545
94429831903992,-11305100545,11305100545
94429831904000,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831903312,11305100554,-11305100545
94429831905317,-11305100545,-2
94429831905321,-2,11305100547
94429831905404,11305100547,-11305100547
94429831881204,-11305100547,2
94429831903455,2,11305100545
94429831903472,11305100545,-11305100547
94429831892450,-11305100547,2
94429831903477,2,11191228576
94429831903503,11191228576,-11191228576
94429831901724,-11191228576,11305100545
94429831909645,11305100545,-11305100547
94429831892450,-11305100547,2
94429831909650,2,11305100545
94429831908190,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901698,11305100545,-11305100545
94429831901216,-11305100545,11305100545
94429831901222,11305100545,-11305100547
94429831881652,-11305100547,-8
94429831901267,-8,11305100555
94429831901238,11305100555,-11305100547
94429831881652,-11305100547,11305100547
94429831902784,11305100547,-113871969
94429831902824,-113871969,113871969
94429831902833,113871969,-11305100547
94429831902875,-11305100547,11305100547
94429831902894,11305100547,-11305100547
94429831902928,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,9
94429831903330,9,11305100545
94429831903333,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831903312,11305100554,-11305100545
94429831905317,-11305100545,-2
94429831905321,-2,11305100547
94429831905404,11305100547,-11305100547
94429831881204,-11305100547,2
94429831903455,2,11305100545
94429831903472,11305100545,-11305100547
94429831892450,-11305100547,2
94429831903477,2,11191228576
94429831903503,11191228576,-11191228576
94429831901724,-11191228576,11305100545
94429831909645,11305100545,-11305100547
94429831892450,-11305100547,2
94429831909650,2,11305100545
94429831908190,11305100545,-11305100545
94429831901668,-11305100545,11305100545
94429831901698,11305100545,-11305100545
94429831901216,-11305100545,11305100545
94429831901222,11305100545,-11305100547
94429831881652,-11305100547,-8
94429831901267,-8,11305100555
94429831901238,11305100555,-11305100547
94429831881652,-11305100547,11305100547
94429831902784,11305100547,-113871969
94429831902824,-113871969,113871969
94429831902833,113871969,-11305100547
94429831902875,-11305100547,11305100547
94429831902894,11305100547,-11305100547
94429831902928,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,9
94429831903330,9,11305100545
94429831903333,11305100545,-11305100547
94429831881652,-11305100547,11305100547
94429831902948,11305100547,-11305100554
94429831902954,-11305100554,11305100554
94429831903312,11305100554,-11305100545
94429831905317,-11305100545,-2
94429831905321,-2,11305100547
94429831905404,11305100547,-11305100547
94429831881204,-11305100547,2
94429831903455,2,11305100545
94429831903472,11305100545,-11305100547
94429831892450,-11305100547,2
94429831903477,2,11191228576
94429831903503,11191228576,-11191228576
94429831901724,-11191228576,11305100545
94429831909645,11305100545,-11305100547
94429831892450,-11305100547,2
94429831909650,2,11305100545
94429831908190,11305100545,-11305100545
94429831901668,-11305100545,11305100545
